Library,"Borrower category","Total items checked out/renewed","Adult items checked out/renewed","Young-adult items checked out/renewed","Juvenile items checked out/renewed","Other items checked out/renewed"
"Pomona Community Library","Minor - digital only (age 00-11)",,,,,
"Pomona Community Library","Minor - digital only (age 00-17)",,,,,
"Pomona Community Library","Minor - digital only (age 12)",,,,,
"Pomona Community Library","Minor - digital only (ages 13-17)",,,,,
"Pomona Community Library","Minor - Osawatomie student (age 00-17)",,,,,
"Pomona Community Library","Minor - other (age 00-17)",4,1,1,2,
"Pomona Community Library","Minor - temporary",,,,,
"Pomona Community Library","Organization - book club",,,,,
"Pomona Community Library","Organization - interlibrary loan (exempt-ILL)",,,,,
"Pomona Community Library","Staff - in house use (exempt)",,,,,
"Pomona Community Library","Staff - library associate (exempt)",,,,,
"Pomona Community Library","Staff - Permissions template",,,,,
"Pomona Community Library","Staff - SIP user",,,,,
"Pomona Community Library","Staff - statistical purposes",,,,,
"Pomona Community Library","Staff - system login (exempt)",,,,,
"Pomona Community Library","Student (exempt)",,,,,
"Pomona Community Library","Student (public library)",,,,,
"Pomona Community Library","Teacher/Faculty/Administrator (exempt)",,,,,
"Pomona Community Library","Teacher/Faculty/Administrator (public library)",1,,,1,
"Prairie Hills Schools - Axtell Public School",Adult,1,,1,,
"Prairie Hills Schools - Axtell Public School","Adult - college student",,,,,
"Prairie Hills Schools - Axtell Public School","Adult - digital only",,,,,
"Prairie Hills Schools - Axtell Public School","Adult - homebound",,,,,
"Prairie Hills Schools - Axtell Public School","Adult - library associate",,,,,
"Prairie Hills Schools - Axtell Public School","Adult - library board of trustees",,,,,
"Prairie Hills Schools - Axtell Public School","Adult - other",,,,,
"Prairie Hills Schools - Axtell Public School","Adult - self registered during the pandemic",,,,,
"Prairie Hills Schools - Axtell Public School","Adult - temporary",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College - community member",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College - faculty",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College - faculty outreach",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College - staff",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College - student",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College - student outreach",,,,,
"Prairie Hills Schools - Axtell Public School","Louisburg - Hoopla access",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - (age 00-11)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - (age 00-17)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - (age 12)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - (age 13-17)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - digital only (age 00-11)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - digital only (age 00-17)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - digital only (age 12)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - digital only (ages 13-17)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - Osawatomie student (age 00-17)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - other (age 00-17)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - temporary",,,,,
"Prairie Hills Schools - Axtell Public School","Organization - book club",1,,1,,
"Prairie Hills Schools - Axtell Public School","Organization - interlibrary loan (exempt-ILL)",,,,,
"Prairie Hills Schools - Axtell Public School","Staff - in house use (exempt)",,,,,
"Prairie Hills Schools - Axtell Public School","Staff - library associate (exempt)",,,,,
"Prairie Hills Schools - Axtell Public School","Staff - Permissions template",,,,,
"Prairie Hills Schools - Axtell Public School","Staff - SIP user",,,,,
"Prairie Hills Schools - Axtell Public School","Staff - statistical purposes",,,,,
"Prairie Hills Schools - Axtell Public School","Staff - system login (exempt)",,,,,
"Prairie Hills Schools - Axtell Public School","Student (exempt)",529,4,13,508,4
"Prairie Hills Schools - Axtell Public School","Student (public library)",,,,,
"Prairie Hills Schools - Axtell Public School","Teacher/Faculty/Administrator (exempt)",30,3,1,25,1
"Prairie Hills Schools - Axtell Public School","Teacher/Faculty/Administrator (public library)",,,,,
"Prairie Hills Schools - Sabetha Elementary School",Adult,3,,,3,
"Prairie Hills Schools - Sabetha Elementary School","Adult - college student",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Adult - digital only",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Adult - homebound",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Adult - library associate",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Adult - library board of trustees",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Adult - other",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Adult - self registered during the pandemic",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Adult - temporary",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College - community member",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College - faculty",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College - faculty outreach",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College - staff",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College - student",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College - student outreach",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Louisburg - Hoopla access",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - (age 00-11)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - (age 12)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - (age 13-17)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - digital only (age 00-11)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - digital only (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - digital only (age 12)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - digital only (ages 13-17)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - Osawatomie student (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - other (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - temporary",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Organization - book club",58,,7,51,
"Prairie Hills Schools - Sabetha Elementary School","Organization - interlibrary loan (exempt-ILL)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Staff - in house use (exempt)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Staff - library associate (exempt)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Staff - Permissions template",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Staff - SIP user",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Staff - statistical purposes",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Staff - system login (exempt)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Student (exempt)",2229,7,6,2216,
"Prairie Hills Schools - Sabetha Elementary School","Student (public library)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Teacher/Faculty/Administrator (exempt)",160,,1,153,6
"Prairie Hills Schools - Sabetha Elementary School","Teacher/Faculty/Administrator (public library)",,,,,
"Prairie Hills Schools - Sabetha High School",Adult,,,,,
"Prairie Hills Schools - Sabetha High School","Adult - college student",,,,,
"Prairie Hills Schools - Sabetha High School","Adult - digital only",,,,,
"Prairie Hills Schools - Sabetha High School","Adult - homebound",,,,,
"Prairie Hills Schools - Sabetha High School","Adult - library associate",,,,,
"Prairie Hills Schools - Sabetha High School","Adult - library board of trustees",,,,,
"Prairie Hills Schools - Sabetha High School","Adult - other",,,,,
"Prairie Hills Schools - Sabetha High School","Adult - self registered during the pandemic",,,,,
"Prairie Hills Schools - Sabetha High School","Adult - temporary",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College - community member",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College - faculty",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College - faculty outreach",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College - staff",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College - student",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College - student outreach",,,,,
"Prairie Hills Schools - Sabetha High School","Louisburg - Hoopla access",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - (age 00-11)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - (age 12)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - (age 13-17)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - digital only (age 00-11)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - digital only (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - digital only (age 12)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - digital only (ages 13-17)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - Osawatomie student (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - other (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - temporary",,,,,
"Prairie Hills Schools - Sabetha High School","Organization - book club",1,1,,,
"Prairie Hills Schools - Sabetha High School","Organization - interlibrary loan (exempt-ILL)",1,1,,,
"Prairie Hills Schools - Sabetha High School","Staff - in house use (exempt)",,,,,
"Prairie Hills Schools - Sabetha High School","Staff - library associate (exempt)",,,,,
"Prairie Hills Schools - Sabetha High School","Staff - Permissions template",,,,,
"Prairie Hills Schools - Sabetha High School","Staff - SIP user",,,,,
"Prairie Hills Schools - Sabetha High School","Staff - statistical purposes",,,,,
"Prairie Hills Schools - Sabetha High School","Staff - system login (exempt)",,,,,
"Prairie Hills Schools - Sabetha High School","Student (exempt)",36,35,1,,
"Prairie Hills Schools - Sabetha High School","Student (public library)",,,,,
"Prairie Hills Schools - Sabetha High School","Teacher/Faculty/Administrator (exempt)",4,4,,,
"Prairie Hills Schools - Sabetha High School","Teacher/Faculty/Administrator (public library)",,,,,
"Prairie Hills Schools - Sabetha Middle School",Adult,,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult - college student",,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult - digital only",,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult - homebound",,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult - library associate",,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult - library board of trustees",,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult - other",,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult - self registered during the pandemic",,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult - temporary",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College - community member",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College - faculty",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College - faculty outreach",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College - staff",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College - student",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College - student outreach",,,,,
"Prairie Hills Schools - Sabetha Middle School","Louisburg - Hoopla access",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - (age 00-11)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - (age 12)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - (age 13-17)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - digital only (age 00-11)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - digital only (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - digital only (age 12)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - digital only (ages 13-17)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - Osawatomie student (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - other (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - temporary",,,,,
"Prairie Hills Schools - Sabetha Middle School","Organization - book club",1,,,1,
"Prairie Hills Schools - Sabetha Middle School","Organization - interlibrary loan (exempt-ILL)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Staff - in house use (exempt)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Staff - library associate (exempt)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Staff - Permissions template",,,,,
"Prairie Hills Schools - Sabetha Middle School","Staff - SIP user",,,,,
"Prairie Hills Schools - Sabetha Middle School","Staff - statistical purposes",,,,,
"Prairie Hills Schools - Sabetha Middle School","Staff - system login (exempt)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Student (exempt)",188,3,157,28,
"Prairie Hills Schools - Sabetha Middle School","Student (public library)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Teacher/Faculty/Administrator (exempt)",4,,2,2,
"Prairie Hills Schools - Sabetha Middle School","Teacher/Faculty/Administrator (public library)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Adult,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Adult - college student",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Adult - digital only",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Adult - homebound",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Adult - library associate",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Adult - library board of trustees",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Adult - other",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Adult - self registered during the pandemic",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Adult - temporary",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Highland Community College - community member",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Highland Community College - faculty",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Highland Community College - faculty outreach",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Highland Community College - staff",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Highland Community College - student",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Highland Community College - student outreach",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Louisburg - Hoopla access",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - (age 00-11)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - (age 00-17)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - (age 12)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - (age 13-17)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - digital only (age 00-11)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - digital only (age 00-17)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - digital only (age 12)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - digital only (ages 13-17)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - Osawatomie student (age 00-17)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - other (age 00-17)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - temporary",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Organization - book club",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Organization - interlibrary loan (exempt-ILL)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Staff - in house use (exempt)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Staff - library associate (exempt)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Staff - Permissions template",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Staff - SIP user",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Staff - statistical purposes",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Staff - system login (exempt)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Student (exempt)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Student (public library)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Teacher/Faculty/Administrator (exempt)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Teacher/Faculty/Administrator (public library)",,,,,
"Richmond Public Library",Adult,398,327,2,69,
"Richmond Public Library","Adult - college student",,,,,
"Richmond Public Library","Adult - digital only",,,,,
"Richmond Public Library","Adult - homebound",,,,,
"Richmond Public Library","Adult - library associate",,,,,
"Richmond Public Library","Adult - library board of trustees",,,,,
"Richmond Public Library","Adult - other",1,1,,,
"Richmond Public Library","Adult - self registered during the pandemic",,,,,
"Richmond Public Library","Adult - temporary",,,,,
"Richmond Public Library","Highland Community College - community member",,,,,
"Richmond Public Library","Highland Community College - faculty",,,,,
"Richmond Public Library","Highland Community College - faculty outreach",,,,,
"Richmond Public Library","Highland Community College - staff",,,,,
"Richmond Public Library","Highland Community College - student",,,,,
"Richmond Public Library","Highland Community College - student outreach",,,,,
"Richmond Public Library","Louisburg - Hoopla access",,,,,
"Richmond Public Library","Minor - (age 00-11)",,,,,
"Richmond Public Library","Minor - (age 00-17)",42,40,1,1,
"Richmond Public Library","Minor - (age 12)",,,,,
"Richmond Public Library","Minor - (age 13-17)",,,,,
"Richmond Public Library","Minor - digital only (age 00-11)",,,,,
"Richmond Public Library","Minor - digital only (age 00-17)",,,,,
"Richmond Public Library","Minor - digital only (age 12)",,,,,
"Richmond Public Library","Minor - digital only (ages 13-17)",,,,,
"Richmond Public Library","Minor - Osawatomie student (age 00-17)",,,,,
"Richmond Public Library","Minor - other (age 00-17)",,,,,
"Richmond Public Library","Minor - temporary",,,,,
"Richmond Public Library","Organization - book club",,,,,
"Richmond Public Library","Organization - interlibrary loan (exempt-ILL)",16,14,,2,
"Richmond Public Library","Staff - in house use (exempt)",,,,,
"Richmond Public Library","Staff - library associate (exempt)",5,,,5,
"Richmond Public Library","Staff - Permissions template",,,,,
"Richmond Public Library","Staff - SIP user",,,,,
"Richmond Public Library","Staff - statistical purposes",,,,,
"Richmond Public Library","Staff - system login (exempt)",,,,,
"Richmond Public Library","Student (exempt)",,,,,
"Richmond Public Library","Student (public library)",,,,,
"Richmond Public Library","Teacher/Faculty/Administrator (exempt)",,,,,
"Richmond Public Library","Teacher/Faculty/Administrator (public library)",,,,,
"Rossville Community Library",Adult,1567,773,38,756,
"Rossville Community Library","Adult - college student",,,,,
"Rossville Community Library","Adult - digital only",,,,,
"Rossville Community Library","Adult - homebound",,,,,
"Rossville Community Library","Adult - library associate",,,,,
"Rossville Community Library","Adult - library board of trustees",,,,,
"Rossville Community Library","Adult - other",,,,,
"Rossville Community Library","Adult - self registered during the pandemic",,,,,
"Rossville Community Library","Adult - temporary",,,,,
"Rossville Community Library","Highland Community College - community member",,,,,
"Rossville Community Library","Highland Community College - faculty",,,,,
"Rossville Community Library","Highland Community College - faculty outreach",,,,,
"Rossville Community Library","Highland Community College - staff",,,,,
"Rossville Community Library","Highland Community College - student",,,,,
"Rossville Community Library","Highland Community College - student outreach",,,,,
"Rossville Community Library","Louisburg - Hoopla access",,,,,
"Rossville Community Library","Minor - (age 00-11)",4,,2,2,
"Rossville Community Library","Minor - (age 00-17)",173,48,18,107,
"Rossville Community Library","Minor - (age 12)",,,,,
"Rossville Community Library","Minor - (age 13-17)",,,,,
"Rossville Community Library","Minor - digital only (age 00-11)",,,,,
"Rossville Community Library","Minor - digital only (age 00-17)",,,,,
"Rossville Community Library","Minor - digital only (age 12)",,,,,
"Rossville Community Library","Minor - digital only (ages 13-17)",,,,,
"Rossville Community Library","Minor - Osawatomie student (age 00-17)",,,,,
"Rossville Community Library","Minor - other (age 00-17)",1,1,,,
"Rossville Community Library","Minor - temporary",,,,,
"Rossville Community Library","Organization - book club",1,1,,,
"Rossville Community Library","Organization - interlibrary loan (exempt-ILL)",28,22,1,5,
"Rossville Community Library","Staff - in house use (exempt)",,,,,
"Rossville Community Library","Staff - library associate (exempt)",,,,,
"Rossville Community Library","Staff - Permissions template",,,,,
"Rossville Community Library","Staff - SIP user",,,,,
"Rossville Community Library","Staff - statistical purposes",,,,,
"Rossville Community Library","Staff - system login (exempt)",,,,,
"Rossville Community Library","Student (exempt)",,,,,
"Rossville Community Library","Student (public library)",,,,,
"Rossville Community Library","Teacher/Faculty/Administrator (exempt)",22,,,22,
"Rossville Community Library","Teacher/Faculty/Administrator (public library)",,,,,
"Sabetha, Mary Cotton Library",Adult,3675,1083,149,2441,2
"Sabetha, Mary Cotton Library","Adult - college student",,,,,
"Sabetha, Mary Cotton Library","Adult - digital only",,,,,
"Sabetha, Mary Cotton Library","Adult - homebound",,,,,
"Sabetha, Mary Cotton Library","Adult - library associate",,,,,
"Sabetha, Mary Cotton Library","Adult - library board of trustees",,,,,
"Sabetha, Mary Cotton Library","Adult - other",63,25,4,34,
"Sabetha, Mary Cotton Library","Adult - self registered during the pandemic",,,,,
"Sabetha, Mary Cotton Library","Adult - temporary",,,,,
"Sabetha, Mary Cotton Library","Highland Community College - community member",,,,,
"Sabetha, Mary Cotton Library","Highland Community College - faculty",,,,,
"Sabetha, Mary Cotton Library","Highland Community College - faculty outreach",,,,,
"Sabetha, Mary Cotton Library","Highland Community College - staff",,,,,
"Sabetha, Mary Cotton Library","Highland Community College - student",,,,,
"Sabetha, Mary Cotton Library","Highland Community College - student outreach",,,,,
"Sabetha, Mary Cotton Library","Louisburg - Hoopla access",,,,,
"Sabetha, Mary Cotton Library","Minor - (age 00-11)",,,,,
"Sabetha, Mary Cotton Library","Minor - (age 00-17)",131,59,18,54,
"Sabetha, Mary Cotton Library","Minor - (age 12)",,,,,
"Sabetha, Mary Cotton Library","Minor - (age 13-17)",,,,,
"Sabetha, Mary Cotton Library","Minor - digital only (age 00-11)",,,,,
"Sabetha, Mary Cotton Library","Minor - digital only (age 00-17)",,,,,
"Sabetha, Mary Cotton Library","Minor - digital only (age 12)",,,,,
"Sabetha, Mary Cotton Library","Minor - digital only (ages 13-17)",,,,,
"Sabetha, Mary Cotton Library","Minor - Osawatomie student (age 00-17)",,,,,
"Sabetha, Mary Cotton Library","Minor - other (age 00-17)",2,2,,,
"Sabetha, Mary Cotton Library","Minor - temporary",,,,,
"Sabetha, Mary Cotton Library","Organization - book club",,,,,
"Sabetha, Mary Cotton Library","Organization - interlibrary loan (exempt-ILL)",24,16,1,7,
"Sabetha, Mary Cotton Library","Staff - in house use (exempt)",,,,,
"Sabetha, Mary Cotton Library","Staff - library associate (exempt)",,,,,
"Sabetha, Mary Cotton Library","Staff - Permissions template",,,,,
"Sabetha, Mary Cotton Library","Staff - SIP user",,,,,
"Sabetha, Mary Cotton Library","Staff - statistical purposes",,,,,
"Sabetha, Mary Cotton Library","Staff - system login (exempt)",,,,,
"Sabetha, Mary Cotton Library","Student (exempt)",,,,,
"Sabetha, Mary Cotton Library","Student (public library)",,,,,
"Sabetha, Mary Cotton Library","Teacher/Faculty/Administrator (exempt)",10,10,,,
"Sabetha, Mary Cotton Library","Teacher/Faculty/Administrator (public library)",,,,,
"Seneca Free Library",Adult,1589,726,36,827,
"Seneca Free Library","Adult - college student",,,,,
"Seneca Free Library","Adult - digital only",,,,,
"Seneca Free Library","Adult - homebound",,,,,
"Seneca Free Library","Adult - library associate",,,,,
"Seneca Free Library","Adult - library board of trustees",,,,,
"Seneca Free Library","Adult - other",18,2,4,12,
"Seneca Free Library","Adult - self registered during the pandemic",,,,,
"Seneca Free Library","Adult - temporary",,,,,
"Seneca Free Library","Highland Community College - community member",,,,,
"Seneca Free Library","Highland Community College - faculty",,,,,
"Seneca Free Library","Highland Community College - faculty outreach",,,,,
"Seneca Free Library","Highland Community College - staff",,,,,
"Seneca Free Library","Highland Community College - student",,,,,
"Seneca Free Library","Highland Community College - student outreach",,,,,
"Seneca Free Library","Louisburg - Hoopla access",,,,,
"Seneca Free Library","Minor - (age 00-11)",,,,,
"Seneca Free Library","Minor - (age 00-17)",146,16,22,108,
"Seneca Free Library","Minor - (age 12)",,,,,
"Seneca Free Library","Minor - (age 13-17)",,,,,
"Seneca Free Library","Minor - digital only (age 00-11)",,,,,
"Seneca Free Library","Minor - digital only (age 00-17)",,,,,
"Seneca Free Library","Minor - digital only (age 12)",,,,,
"Seneca Free Library","Minor - digital only (ages 13-17)",,,,,
"Seneca Free Library","Minor - Osawatomie student (age 00-17)",,,,,
"Seneca Free Library","Minor - other (age 00-17)",1,,,1,
"Seneca Free Library","Minor - temporary",,,,,
"Seneca Free Library","Organization - book club",,,,,
"Seneca Free Library","Organization - interlibrary loan (exempt-ILL)",,,,,
"Seneca Free Library","Staff - in house use (exempt)",38,26,1,11,
"Seneca Free Library","Staff - library associate (exempt)",42,30,1,11,
"Seneca Free Library","Staff - Permissions template",,,,,
"Seneca Free Library","Staff - SIP user",,,,,
"Seneca Free Library","Staff - statistical purposes",,,,,
"Seneca Free Library","Staff - system login (exempt)",,,,,
"Seneca Free Library","Student (exempt)",,,,,
"Seneca Free Library","Student (public library)",3,3,,,
"Seneca Free Library","Teacher/Faculty/Administrator (exempt)",12,10,2,,
"Seneca Free Library","Teacher/Faculty/Administrator (public library)",,,,,
"Silver Lake Library",Adult,1308,414,73,821,
"Silver Lake Library","Adult - college student",,,,,
"Silver Lake Library","Adult - digital only",,,,,
"Silver Lake Library","Adult - homebound",,,,,
"Silver Lake Library","Adult - library associate",,,,,
"Silver Lake Library","Adult - library board of trustees",,,,,
"Silver Lake Library","Adult - other",,,,,
"Silver Lake Library","Adult - self registered during the pandemic",,,,,
"Silver Lake Library","Adult - temporary",,,,,
"Silver Lake Library","Highland Community College - community member",,,,,
"Silver Lake Library","Highland Community College - faculty",,,,,
"Silver Lake Library","Highland Community College - faculty outreach",,,,,
"Silver Lake Library","Highland Community College - staff",,,,,
"Silver Lake Library","Highland Community College - student",,,,,
"Silver Lake Library","Highland Community College - student outreach",,,,,
"Silver Lake Library","Louisburg - Hoopla access",,,,,
"Silver Lake Library","Minor - (age 00-11)",139,2,9,128,
"Silver Lake Library","Minor - (age 00-17)",,,,,
"Silver Lake Library","Minor - (age 12)",10,3,5,2,
"Silver Lake Library","Minor - (age 13-17)",22,13,5,4,
"Silver Lake Library","Minor - digital only (age 00-11)",,,,,
"Silver Lake Library","Minor - digital only (age 00-17)",,,,,
"Silver Lake Library","Minor - digital only (age 12)",,,,,
"Silver Lake Library","Minor - digital only (ages 13-17)",,,,,
"Silver Lake Library","Minor - Osawatomie student (age 00-17)",,,,,
"Silver Lake Library","Minor - other (age 00-17)",,,,,
"Silver Lake Library","Minor - temporary",,,,,
"Silver Lake Library","Organization - book club",,,,,
"Silver Lake Library","Organization - interlibrary loan (exempt-ILL)",27,,9,18,
"Silver Lake Library","Staff - in house use (exempt)",,,,,
"Silver Lake Library","Staff - library associate (exempt)",1,1,,,
"Silver Lake Library","Staff - Permissions template",,,,,
"Silver Lake Library","Staff - SIP user",,,,,
"Silver Lake Library","Staff - statistical purposes",,,,,
"Silver Lake Library","Staff - system login (exempt)",,,,,
"Silver Lake Library","Student (exempt)",,,,,
"Silver Lake Library","Student (public library)",,,,,
"Silver Lake Library","Teacher/Faculty/Administrator (exempt)",,,,,
"Silver Lake Library","Teacher/Faculty/Administrator (public library)",9,6,3,,
"Tonganoxie Public Library",Adult,2966,1655,205,1106,
