LIBRARY,BORROWER_CATEGORY,"TOTAL BORROWERS","BORROWERS RENEWED LAST MONTH","BORROWERS ADDED LAST MONTH","BORROWERS DELETED LAST MONTH","THIS LIBRARY CAN ACCESS THIS CATEGORY"
"Pomona Community Library","Interlibrary Loan (exempt-ILL)",1,,,,Yes
"Pomona Community Library","Library associate (exempt)",1,1,,,Yes
"Pomona Community Library","Library Associate.",,,,,
"Pomona Community Library","Library Board",,,,,
"Pomona Community Library","Minor - 0-11",,,,,
"Pomona Community Library","Minor - 12",,,,,
"Pomona Community Library","Minor - 13-17",,,,,
"Pomona Community Library","Minor temporary",,,,,
"Pomona Community Library","Minor-Digital only (age 00-11)",,,,,
"Pomona Community Library","Minor-Digital only (age 00-17)",,,,,
"Pomona Community Library","Minor-Digital only (age 12)",,,,,
"Pomona Community Library","Minor-Digital only (ages 13-17)",,,,,
"Pomona Community Library","Osawatomie Student User",,,,,
"Pomona Community Library","Other Adult",14,,,,Yes
"Pomona Community Library","Other Child",1,,,,Yes
"Pomona Community Library","Self registerd",,,,,Yes
"Pomona Community Library","Student - Public Library",,,,,
"Pomona Community Library","Student (exempt)",,,,,
"Pomona Community Library","SYSTEM login only (exempt)",3,,,,
"Pomona Community Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Pomona Community Library","Teacher/Faculty/Administrator (exempt)",2,,,,Yes
"Prairie Hills Schools - Axtell Public School",Adult,1,,,,
"Prairie Hills Schools - Axtell Public School","Adult temporary",,,,,
"Prairie Hills Schools - Axtell Public School","Adult-Digital only",,,,,
"Prairie Hills Schools - Axtell Public School","Book Club",3,,,,Yes
"Prairie Hills Schools - Axtell Public School",Child,,,,,
"Prairie Hills Schools - Axtell Public School","College Student",,,,,
"Prairie Hills Schools - Axtell Public School","For statistical purposes ",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College Community Member",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College Faculty",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College Faculty Outreach",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College Staff",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College Student",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College Student Outreach",,,,,
"Prairie Hills Schools - Axtell Public School",Homebound,,,,,
"Prairie Hills Schools - Axtell Public School","Hoopla E-Content User",,,,,
"Prairie Hills Schools - Axtell Public School","Horton Family Other",,,,,
"Prairie Hills Schools - Axtell Public School","Horton Family User",,,,,
"Prairie Hills Schools - Axtell Public School","Horton Special User",,,,,
"Prairie Hills Schools - Axtell Public School","In-House Use by Library Staff (exempt)",2,,,,Yes
"Prairie Hills Schools - Axtell Public School","Interlibrary Loan (exempt-ILL)",,,,,
"Prairie Hills Schools - Axtell Public School","Library associate (exempt)",,,,,
"Prairie Hills Schools - Axtell Public School","Library Associate.",,,,,
"Prairie Hills Schools - Axtell Public School","Library Board",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - 0-11",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - 12",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - 13-17",,,,,
"Prairie Hills Schools - Axtell Public School","Minor temporary",,,,,
"Prairie Hills Schools - Axtell Public School","Minor-Digital only (age 00-11)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor-Digital only (age 00-17)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor-Digital only (age 12)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor-Digital only (ages 13-17)",,,,,
"Prairie Hills Schools - Axtell Public School","Osawatomie Student User",,,,,
"Prairie Hills Schools - Axtell Public School","Other Adult",,,,,
"Prairie Hills Schools - Axtell Public School","Other Child",,,,,
"Prairie Hills Schools - Axtell Public School","Self registerd",,,,,Yes
"Prairie Hills Schools - Axtell Public School","Student - Public Library",,,,,
"Prairie Hills Schools - Axtell Public School","Student (exempt)",183,,,,Yes
"Prairie Hills Schools - Axtell Public School","SYSTEM login only (exempt)",4,,,,
"Prairie Hills Schools - Axtell Public School","Teacher/Faculty/Administrator - Public Library",,,,,
"Prairie Hills Schools - Axtell Public School","Teacher/Faculty/Administrator (exempt)",42,,,3,Yes
"Prairie Hills Schools - Sabetha Elementary School",Adult,1,,,,
"Prairie Hills Schools - Sabetha Elementary School","Adult temporary",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Adult-Digital only",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Book Club",1,,,,Yes
"Prairie Hills Schools - Sabetha Elementary School",Child,,,,,
"Prairie Hills Schools - Sabetha Elementary School","College Student",,,,,
"Prairie Hills Schools - Sabetha Elementary School","For statistical purposes ",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College Community Member",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College Faculty",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College Faculty Outreach",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College Staff",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College Student",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College Student Outreach",,,,,
"Prairie Hills Schools - Sabetha Elementary School",Homebound,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Hoopla E-Content User",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Horton Family Other",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Horton Family User",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Horton Special User",,,,,
"Prairie Hills Schools - Sabetha Elementary School","In-House Use by Library Staff (exempt)",,,,,Yes
"Prairie Hills Schools - Sabetha Elementary School","Interlibrary Loan (exempt-ILL)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Library associate (exempt)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Library Associate.",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Library Board",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - 0-11",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - 12",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - 13-17",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor temporary",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor-Digital only (age 00-11)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor-Digital only (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor-Digital only (age 12)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor-Digital only (ages 13-17)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Osawatomie Student User",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Other Adult",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Other Child",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Self registerd",,,,,Yes
"Prairie Hills Schools - Sabetha Elementary School","Student - Public Library",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Student (exempt)",480,,2,,Yes
"Prairie Hills Schools - Sabetha Elementary School","SYSTEM login only (exempt)",3,,,,
"Prairie Hills Schools - Sabetha Elementary School","Teacher/Faculty/Administrator - Public Library",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Teacher/Faculty/Administrator (exempt)",86,3,,2,Yes
"Prairie Hills Schools - Sabetha High School",Adult,2,,,,
"Prairie Hills Schools - Sabetha High School","Adult temporary",,,,,
"Prairie Hills Schools - Sabetha High School","Adult-Digital only",,,,,
"Prairie Hills Schools - Sabetha High School","Book Club",1,,,,Yes
"Prairie Hills Schools - Sabetha High School",Child,,,,,
"Prairie Hills Schools - Sabetha High School","College Student",,,,,
"Prairie Hills Schools - Sabetha High School","For statistical purposes ",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College Community Member",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College Faculty",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College Faculty Outreach",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College Staff",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College Student",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College Student Outreach",,,,,
"Prairie Hills Schools - Sabetha High School",Homebound,,,,,
"Prairie Hills Schools - Sabetha High School","Hoopla E-Content User",,,,,
"Prairie Hills Schools - Sabetha High School","Horton Family Other",,,,,
"Prairie Hills Schools - Sabetha High School","Horton Family User",,,,,
"Prairie Hills Schools - Sabetha High School","Horton Special User",,,,,
"Prairie Hills Schools - Sabetha High School","In-House Use by Library Staff (exempt)",,,,,Yes
"Prairie Hills Schools - Sabetha High School","Interlibrary Loan (exempt-ILL)",,,,,
"Prairie Hills Schools - Sabetha High School","Library associate (exempt)",,,,,
"Prairie Hills Schools - Sabetha High School","Library Associate.",,,,,
"Prairie Hills Schools - Sabetha High School","Library Board",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - 0-11",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - 12",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - 13-17",,,,,
"Prairie Hills Schools - Sabetha High School","Minor temporary",,,,,
"Prairie Hills Schools - Sabetha High School","Minor-Digital only (age 00-11)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor-Digital only (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor-Digital only (age 12)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor-Digital only (ages 13-17)",,,,,
"Prairie Hills Schools - Sabetha High School","Osawatomie Student User",,,,,
"Prairie Hills Schools - Sabetha High School","Other Adult",,,,,
"Prairie Hills Schools - Sabetha High School","Other Child",,,,,
"Prairie Hills Schools - Sabetha High School","Self registerd",,,,,Yes
"Prairie Hills Schools - Sabetha High School","Student - Public Library",,,,,
"Prairie Hills Schools - Sabetha High School","Student (exempt)",304,,,,Yes
"Prairie Hills Schools - Sabetha High School","SYSTEM login only (exempt)",4,,,,
"Prairie Hills Schools - Sabetha High School","Teacher/Faculty/Administrator - Public Library",,,,,
"Prairie Hills Schools - Sabetha High School","Teacher/Faculty/Administrator (exempt)",26,,,6,Yes
"Prairie Hills Schools - Sabetha Middle School",Adult,1,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult temporary",,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult-Digital only",,,,,
"Prairie Hills Schools - Sabetha Middle School","Book Club",1,,,,Yes
"Prairie Hills Schools - Sabetha Middle School",Child,,,,,
"Prairie Hills Schools - Sabetha Middle School","College Student",,,,,
"Prairie Hills Schools - Sabetha Middle School","For statistical purposes ",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College Community Member",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College Faculty",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College Faculty Outreach",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College Staff",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College Student",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College Student Outreach",,,,,
"Prairie Hills Schools - Sabetha Middle School",Homebound,,,,,
"Prairie Hills Schools - Sabetha Middle School","Hoopla E-Content User",,,,,
"Prairie Hills Schools - Sabetha Middle School","Horton Family Other",,,,,
"Prairie Hills Schools - Sabetha Middle School","Horton Family User",,,,,
"Prairie Hills Schools - Sabetha Middle School","Horton Special User",,,,,
"Prairie Hills Schools - Sabetha Middle School","In-House Use by Library Staff (exempt)",,,,,Yes
"Prairie Hills Schools - Sabetha Middle School","Interlibrary Loan (exempt-ILL)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Library associate (exempt)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Library Associate.",,,,,
"Prairie Hills Schools - Sabetha Middle School","Library Board",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - 0-11",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - 12",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - 13-17",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor temporary",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor-Digital only (age 00-11)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor-Digital only (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor-Digital only (age 12)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor-Digital only (ages 13-17)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Osawatomie Student User",,,,,
"Prairie Hills Schools - Sabetha Middle School","Other Adult",,,,,
"Prairie Hills Schools - Sabetha Middle School","Other Child",,,,,
"Prairie Hills Schools - Sabetha Middle School","Self registerd",,,,,Yes
"Prairie Hills Schools - Sabetha Middle School","Student - Public Library",,,,,
"Prairie Hills Schools - Sabetha Middle School","Student (exempt)",191,,,,Yes
"Prairie Hills Schools - Sabetha Middle School","SYSTEM login only (exempt)",3,,,,
"Prairie Hills Schools - Sabetha Middle School","Teacher/Faculty/Administrator - Public Library",,,,,
"Prairie Hills Schools - Sabetha Middle School","Teacher/Faculty/Administrator (exempt)",21,,,8,Yes
"Prairie Hills Schools - Wetmore Academic Center",Adult,1,,,,
"Prairie Hills Schools - Wetmore Academic Center","Adult temporary",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Adult-Digital only",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Book Club",1,,,,Yes
"Prairie Hills Schools - Wetmore Academic Center",Child,,,,,
"Prairie Hills Schools - Wetmore Academic Center","College Student",,,,,
"Prairie Hills Schools - Wetmore Academic Center","For statistical purposes ",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Highland Community College Community Member",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Highland Community College Faculty",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Highland Community College Faculty Outreach",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Highland Community College Staff",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Highland Community College Student",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Highland Community College Student Outreach",,,,,
"Prairie Hills Schools - Wetmore Academic Center",Homebound,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Hoopla E-Content User",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Horton Family Other",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Horton Family User",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Horton Special User",,,,,
"Prairie Hills Schools - Wetmore Academic Center","In-House Use by Library Staff (exempt)",,,,,Yes
"Prairie Hills Schools - Wetmore Academic Center","Interlibrary Loan (exempt-ILL)",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Library associate (exempt)",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Library Associate.",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Library Board",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Minor - 0-11",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Minor - 12",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Minor - 13-17",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Minor temporary",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Minor-Digital only (age 00-11)",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Minor-Digital only (age 00-17)",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Minor-Digital only (age 12)",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Minor-Digital only (ages 13-17)",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Osawatomie Student User",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Other Adult",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Other Child",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Self registerd",,,,,Yes
"Prairie Hills Schools - Wetmore Academic Center","Student - Public Library",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Student (exempt)",170,,,,Yes
"Prairie Hills Schools - Wetmore Academic Center","SYSTEM login only (exempt)",3,,,,
"Prairie Hills Schools - Wetmore Academic Center","Teacher/Faculty/Administrator - Public Library",,,,,
"Prairie Hills Schools - Wetmore Academic Center","Teacher/Faculty/Administrator (exempt)",15,,,10,Yes
"Richmond Public Library",Adult,174,5,,,Yes
"Richmond Public Library","Adult temporary",,,,,
"Richmond Public Library","Adult-Digital only",,,,,
"Richmond Public Library","Book Club",,,,,Yes
"Richmond Public Library",Child,39,,,,Yes
"Richmond Public Library","College Student",,,,,
"Richmond Public Library","For statistical purposes ",,,,,
"Richmond Public Library","Highland Community College Community Member",,,,,
"Richmond Public Library","Highland Community College Faculty",,,,,
"Richmond Public Library","Highland Community College Faculty Outreach",,,,,
"Richmond Public Library","Highland Community College Staff",,,,,
"Richmond Public Library","Highland Community College Student",,,,,
"Richmond Public Library","Highland Community College Student Outreach",,,,,
"Richmond Public Library",Homebound,,,,,
"Richmond Public Library","Hoopla E-Content User",,,,,
"Richmond Public Library","Horton Family Other",,,,,
"Richmond Public Library","Horton Family User",,,,,
"Richmond Public Library","Horton Special User",,,,,
"Richmond Public Library","In-House Use by Library Staff (exempt)",,,,,
"Richmond Public Library","Interlibrary Loan (exempt-ILL)",1,,,,Yes
"Richmond Public Library","Library associate (exempt)",1,,,,Yes
"Richmond Public Library","Library Associate.",,,,,
"Richmond Public Library","Library Board",,,,,
"Richmond Public Library","Minor - 0-11",,,,,
"Richmond Public Library","Minor - 12",,,,,
"Richmond Public Library","Minor - 13-17",,,,,
"Richmond Public Library","Minor temporary",,,,,
"Richmond Public Library","Minor-Digital only (age 00-11)",,,,,
"Richmond Public Library","Minor-Digital only (age 00-17)",,,,,
"Richmond Public Library","Minor-Digital only (age 12)",,,,,
"Richmond Public Library","Minor-Digital only (ages 13-17)",,,,,
"Richmond Public Library","Osawatomie Student User",,,,,
"Richmond Public Library","Other Adult",3,,,,Yes
"Richmond Public Library","Other Child",1,,,,Yes
"Richmond Public Library","Self registerd",,,,,Yes
"Richmond Public Library","Student - Public Library",,,,,
"Richmond Public Library","Student (exempt)",,,,,
"Richmond Public Library","SYSTEM login only (exempt)",2,,,,
"Richmond Public Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Richmond Public Library","Teacher/Faculty/Administrator (exempt)",,,,,Yes
"Rossville Community Library",Adult,1038,28,13,13,Yes
"Rossville Community Library","Adult temporary",,,,,
"Rossville Community Library","Adult-Digital only",,,,,
"Rossville Community Library","Book Club",6,,,,Yes
"Rossville Community Library",Child,281,5,2,4,Yes
"Rossville Community Library","College Student",,,,,
"Rossville Community Library","For statistical purposes ",,,,,
"Rossville Community Library","Highland Community College Community Member",,,,,
"Rossville Community Library","Highland Community College Faculty",,,,,
"Rossville Community Library","Highland Community College Faculty Outreach",,,,,
"Rossville Community Library","Highland Community College Staff",,,,,
"Rossville Community Library","Highland Community College Student",,,,,
"Rossville Community Library","Highland Community College Student Outreach",,,,,
"Rossville Community Library",Homebound,,,,,
"Rossville Community Library","Hoopla E-Content User",,,,,
"Rossville Community Library","Horton Family Other",,,,,
"Rossville Community Library","Horton Family User",,,,,
"Rossville Community Library","Horton Special User",,,,,
"Rossville Community Library","In-House Use by Library Staff (exempt)",,,,,
"Rossville Community Library","Interlibrary Loan (exempt-ILL)",1,,,,Yes
"Rossville Community Library","Library associate (exempt)",,,,,
"Rossville Community Library","Library Associate.",,,,,
"Rossville Community Library","Library Board",,,,,
"Rossville Community Library","Minor - 0-11",,,,,
"Rossville Community Library","Minor - 12",,,,,
"Rossville Community Library","Minor - 13-17",,,,,
"Rossville Community Library","Minor temporary",,,,,
"Rossville Community Library","Minor-Digital only (age 00-11)",,,,,
"Rossville Community Library","Minor-Digital only (age 00-17)",,,,,
"Rossville Community Library","Minor-Digital only (age 12)",,,,,
"Rossville Community Library","Minor-Digital only (ages 13-17)",,,,,
"Rossville Community Library","Osawatomie Student User",,,,,
"Rossville Community Library","Other Adult",1,,,,Yes
"Rossville Community Library","Other Child",,,,,Yes
"Rossville Community Library","Self registerd",,,,,Yes
"Rossville Community Library","Student - Public Library",,,,,
"Rossville Community Library","Student (exempt)",,,,,
"Rossville Community Library","SYSTEM login only (exempt)",4,,,,
"Rossville Community Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Rossville Community Library","Teacher/Faculty/Administrator (exempt)",1,,,,Yes
"Sabetha, Mary Cotton Library",Adult,722,7,2,,Yes
"Sabetha, Mary Cotton Library","Adult temporary",,,,,
"Sabetha, Mary Cotton Library","Adult-Digital only",,,,,
"Sabetha, Mary Cotton Library","Book Club",,,,,Yes
"Sabetha, Mary Cotton Library",Child,134,1,2,,Yes
"Sabetha, Mary Cotton Library","College Student",,,,,
"Sabetha, Mary Cotton Library","For statistical purposes ",,,,,
"Sabetha, Mary Cotton Library","Highland Community College Community Member",,,,,
"Sabetha, Mary Cotton Library","Highland Community College Faculty",,,,,
"Sabetha, Mary Cotton Library","Highland Community College Faculty Outreach",,,,,
"Sabetha, Mary Cotton Library","Highland Community College Staff",,,,,
"Sabetha, Mary Cotton Library","Highland Community College Student",,,,,
"Sabetha, Mary Cotton Library","Highland Community College Student Outreach",,,,,
"Sabetha, Mary Cotton Library",Homebound,,,,,
"Sabetha, Mary Cotton Library","Hoopla E-Content User",,,,,
"Sabetha, Mary Cotton Library","Horton Family Other",,,,,
"Sabetha, Mary Cotton Library","Horton Family User",,,,,
"Sabetha, Mary Cotton Library","Horton Special User",,,,,
"Sabetha, Mary Cotton Library","In-House Use by Library Staff (exempt)",2,,,,Yes
"Sabetha, Mary Cotton Library","Interlibrary Loan (exempt-ILL)",272,1,,,Yes
"Sabetha, Mary Cotton Library","Library associate (exempt)",,,,,
"Sabetha, Mary Cotton Library","Library Associate.",,,,,
"Sabetha, Mary Cotton Library","Library Board",,,,,
"Sabetha, Mary Cotton Library","Minor - 0-11",,,,,
"Sabetha, Mary Cotton Library","Minor - 12",,,,,
"Sabetha, Mary Cotton Library","Minor - 13-17",,,,,
"Sabetha, Mary Cotton Library","Minor temporary",,,,,
"Sabetha, Mary Cotton Library","Minor-Digital only (age 00-11)",,,,,
"Sabetha, Mary Cotton Library","Minor-Digital only (age 00-17)",,,,,
"Sabetha, Mary Cotton Library","Minor-Digital only (age 12)",,,,,
"Sabetha, Mary Cotton Library","Minor-Digital only (ages 13-17)",,,,,
"Sabetha, Mary Cotton Library","Osawatomie Student User",,,,,
"Sabetha, Mary Cotton Library","Other Adult",11,,,,Yes
"Sabetha, Mary Cotton Library","Other Child",,,,,Yes
"Sabetha, Mary Cotton Library","Self registerd",,,,,Yes
"Sabetha, Mary Cotton Library","Student - Public Library",,,,,
"Sabetha, Mary Cotton Library","Student (exempt)",2,,,,
"Sabetha, Mary Cotton Library","SYSTEM login only (exempt)",7,,,,
"Sabetha, Mary Cotton Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Sabetha, Mary Cotton Library","Teacher/Faculty/Administrator (exempt)",774,30,9,1,Yes
"Seneca Free Library",Adult,1364,40,5,26,Yes
"Seneca Free Library","Adult temporary",,,,,
"Seneca Free Library","Adult-Digital only",,,,,
"Seneca Free Library","Book Club",1,,,,Yes
"Seneca Free Library",Child,271,4,3,1,Yes
"Seneca Free Library","College Student",,,,,
"Seneca Free Library","For statistical purposes ",,,,,
"Seneca Free Library","Highland Community College Community Member",,,,,
"Seneca Free Library","Highland Community College Faculty",,,,,
"Seneca Free Library","Highland Community College Faculty Outreach",,,,,
"Seneca Free Library","Highland Community College Staff",,,,,
"Seneca Free Library","Highland Community College Student",,,,,
"Seneca Free Library","Highland Community College Student Outreach",,,,,
"Seneca Free Library",Homebound,,,,,
"Seneca Free Library","Hoopla E-Content User",,,,,
"Seneca Free Library","Horton Family Other",,,,,
"Seneca Free Library","Horton Family User",,,,,
"Seneca Free Library","Horton Special User",,,,,
"Seneca Free Library","In-House Use by Library Staff (exempt)",1,,,,Yes
"Seneca Free Library","Interlibrary Loan (exempt-ILL)",3,,,,Yes
"Seneca Free Library","Library associate (exempt)",5,1,,,Yes
"Seneca Free Library","Library Associate.",,,,,
"Seneca Free Library","Library Board",,,,,
"Seneca Free Library","Minor - 0-11",,,,,
"Seneca Free Library","Minor - 12",,,,,
"Seneca Free Library","Minor - 13-17",,,,,
"Seneca Free Library","Minor temporary",,,,,
"Seneca Free Library","Minor-Digital only (age 00-11)",,,,,
"Seneca Free Library","Minor-Digital only (age 00-17)",,,,,
"Seneca Free Library","Minor-Digital only (age 12)",,,,,
"Seneca Free Library","Minor-Digital only (ages 13-17)",,,,,
"Seneca Free Library","Osawatomie Student User",,,,,
"Seneca Free Library","Other Adult",6,,1,1,Yes
"Seneca Free Library","Other Child",1,,,,Yes
"Seneca Free Library","Self registerd",,,,,Yes
"Seneca Free Library","Student - Public Library",13,1,5,,Yes
"Seneca Free Library","Student (exempt)",,,,,
"Seneca Free Library","SYSTEM login only (exempt)",4,,,,
"Seneca Free Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Seneca Free Library","Teacher/Faculty/Administrator (exempt)",12,,,,Yes
"Silver Lake Library",Adult,776,16,5,3,Yes
"Silver Lake Library","Adult temporary",,,,,
"Silver Lake Library","Adult-Digital only",,,,,
"Silver Lake Library","Book Club",,,,,Yes
"Silver Lake Library",Child,1,,,,
"Silver Lake Library","College Student",,,,,
"Silver Lake Library","For statistical purposes ",,,,,
"Silver Lake Library","Highland Community College Community Member",,,,,
"Silver Lake Library","Highland Community College Faculty",,,,,
"Silver Lake Library","Highland Community College Faculty Outreach",,,,,
"Silver Lake Library","Highland Community College Staff",,,,,
"Silver Lake Library","Highland Community College Student",,,,,
"Silver Lake Library","Highland Community College Student Outreach",,,,,
"Silver Lake Library",Homebound,,,,,
"Silver Lake Library","Hoopla E-Content User",,,,,
"Silver Lake Library","Horton Family Other",,,,,
"Silver Lake Library","Horton Family User",,,,,
"Silver Lake Library","Horton Special User",,,,,
"Silver Lake Library","In-House Use by Library Staff (exempt)",,,,,
"Silver Lake Library","Interlibrary Loan (exempt-ILL)",15,,,,Yes
"Silver Lake Library","Library associate (exempt)",,,,,
"Silver Lake Library","Library Associate.",,,,,
"Silver Lake Library","Library Board",,,,,
"Silver Lake Library","Minor - 0-11",117,6,2,,Yes
"Silver Lake Library","Minor - 12",29,2,,,Yes
"Silver Lake Library","Minor - 13-17",134,4,,4,Yes
"Silver Lake Library","Minor temporary",,,,,
"Silver Lake Library","Minor-Digital only (age 00-11)",,,,,
"Silver Lake Library","Minor-Digital only (age 00-17)",,,,,
"Silver Lake Library","Minor-Digital only (age 12)",,,,,
"Silver Lake Library","Minor-Digital only (ages 13-17)",,,,,
"Silver Lake Library","Osawatomie Student User",,,,,
"Silver Lake Library","Other Adult",,,,,Yes
"Silver Lake Library","Other Child",,,,,Yes
"Silver Lake Library","Self registerd",,,,,Yes
"Silver Lake Library","Student - Public Library",,,,,
"Silver Lake Library","Student (exempt)",,,,,
"Silver Lake Library","SYSTEM login only (exempt)",5,,,,
"Silver Lake Library","Teacher/Faculty/Administrator - Public Library",,,,,Yes
"Silver Lake Library","Teacher/Faculty/Administrator (exempt)",,,,,
"Tonganoxie Public Library",Adult,3605,69,22,42,Yes
"Tonganoxie Public Library","Adult temporary",,,,,
"Tonganoxie Public Library","Adult-Digital only",,,,,
"Tonganoxie Public Library","Book Club",1,,,,Yes
"Tonganoxie Public Library",Child,1154,35,10,4,Yes
"Tonganoxie Public Library","College Student",,,,,
"Tonganoxie Public Library","For statistical purposes ",1,,,,Yes
"Tonganoxie Public Library","Highland Community College Community Member",,,,,
"Tonganoxie Public Library","Highland Community College Faculty",,,,,
"Tonganoxie Public Library","Highland Community College Faculty Outreach",,,,,
"Tonganoxie Public Library","Highland Community College Staff",,,,,
"Tonganoxie Public Library","Highland Community College Student",,,,,
"Tonganoxie Public Library","Highland Community College Student Outreach",,,,,
"Tonganoxie Public Library",Homebound,3,,,,Yes
