LIBRARY,BORROWER_CATEGORY,"TOTAL BORROWERS","BORROWERS RENEWED LAST MONTH","BORROWERS ADDED LAST MONTH","BORROWERS DELETED LAST MONTH","THIS LIBRARY CAN ACCESS THIS CATEGORY"
"Perry-Lecompton Community Library","Minor - digital only (age 12)",,,,,
"Perry-Lecompton Community Library","Minor - digital only (ages 13-17)",,,,,
"Perry-Lecompton Community Library","Minor - Osawatomie student (age 00-17)",,,,,
"Perry-Lecompton Community Library","Minor - other (age 00-17)",8,,,,Yes
"Perry-Lecompton Community Library","Minor - temporary",,,,,
"Perry-Lecompton Community Library","Organization - book club",,,,,Yes
"Perry-Lecompton Community Library","Organization - interlibrary loan (exempt-ILL)",,,,,Yes
"Perry-Lecompton Community Library","Staff - in house use (exempt)",1,,,,Yes
"Perry-Lecompton Community Library","Staff - library associate (exempt)",4,,,,Yes
"Perry-Lecompton Community Library","Staff - Permissions template",,,,,
"Perry-Lecompton Community Library","Staff - SIP user",,,,,
"Perry-Lecompton Community Library","Staff - statistical purposes",,,,,
"Perry-Lecompton Community Library","Staff - system login (exempt)",23,,,,
"Perry-Lecompton Community Library","Student (exempt)",,,,,
"Perry-Lecompton Community Library","Student (public library)",,,,,
"Perry-Lecompton Community Library","Teacher/Faculty/Administrator (exempt)",,,,,Yes
"Perry-Lecompton Community Library","Teacher/Faculty/Administrator (public library)",,,,,
"Pomona Community Library",Adult,236,1,1,,Yes
"Pomona Community Library","Adult - college student",1,,,,Yes
"Pomona Community Library","Adult - digital only",,,,,
"Pomona Community Library","Adult - homebound",,,,,
"Pomona Community Library","Adult - library associate",,,,,
"Pomona Community Library","Adult - library board of trustees",,,,,
"Pomona Community Library","Adult - other",14,1,,,Yes
"Pomona Community Library","Adult - self registered during the pandemic",,,,,
"Pomona Community Library","Adult - temporary",,,,,
"Pomona Community Library","Highland Community College - community member",,,,,
"Pomona Community Library","Highland Community College - faculty",,,,,
"Pomona Community Library","Highland Community College - faculty outreach",,,,,
"Pomona Community Library","Highland Community College - staff",,,,,
"Pomona Community Library","Highland Community College - student",,,,,
"Pomona Community Library","Highland Community College - student outreach",,,,,
"Pomona Community Library","Louisburg - Hoopla access",,,,,
"Pomona Community Library","Minor - (age 00-11)",,,,,
"Pomona Community Library","Minor - (age 00-17)",162,4,,,Yes
"Pomona Community Library","Minor - (age 12)",,,,,
"Pomona Community Library","Minor - (age 13-17)",,,,,
"Pomona Community Library","Minor - digital only (age 00-11)",,,,,
"Pomona Community Library","Minor - digital only (age 00-17)",,,,,
"Pomona Community Library","Minor - digital only (age 12)",,,,,
"Pomona Community Library","Minor - digital only (ages 13-17)",,,,,
"Pomona Community Library","Minor - Osawatomie student (age 00-17)",,,,,
"Pomona Community Library","Minor - other (age 00-17)",1,,,,Yes
"Pomona Community Library","Minor - temporary",,,,,
"Pomona Community Library","Organization - book club",4,,,,Yes
"Pomona Community Library","Organization - interlibrary loan (exempt-ILL)",1,,,,Yes
"Pomona Community Library","Staff - in house use (exempt)",,,,,
"Pomona Community Library","Staff - library associate (exempt)",1,,,,Yes
"Pomona Community Library","Staff - Permissions template",,,,,
"Pomona Community Library","Staff - SIP user",,,,,
"Pomona Community Library","Staff - statistical purposes",,,,,
"Pomona Community Library","Staff - system login (exempt)",23,,,,
"Pomona Community Library","Student (exempt)",,,,,
"Pomona Community Library","Student (public library)",,,,,
"Pomona Community Library","Teacher/Faculty/Administrator (exempt)",2,,,,Yes
"Pomona Community Library","Teacher/Faculty/Administrator (public library)",,,,,
"Prairie Hills Schools - Axtell Public School",Adult,2,,,,
"Prairie Hills Schools - Axtell Public School","Adult - college student",,,,,
"Prairie Hills Schools - Axtell Public School","Adult - digital only",,,,,
"Prairie Hills Schools - Axtell Public School","Adult - homebound",,,,,
"Prairie Hills Schools - Axtell Public School","Adult - library associate",,,,,
"Prairie Hills Schools - Axtell Public School","Adult - library board of trustees",,,,,
"Prairie Hills Schools - Axtell Public School","Adult - other",,,,,
"Prairie Hills Schools - Axtell Public School","Adult - self registered during the pandemic",,,,,
"Prairie Hills Schools - Axtell Public School","Adult - temporary",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College - community member",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College - faculty",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College - faculty outreach",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College - staff",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College - student",,,,,
"Prairie Hills Schools - Axtell Public School","Highland Community College - student outreach",,,,,
"Prairie Hills Schools - Axtell Public School","Louisburg - Hoopla access",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - (age 00-11)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - (age 00-17)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - (age 12)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - (age 13-17)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - digital only (age 00-11)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - digital only (age 00-17)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - digital only (age 12)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - digital only (ages 13-17)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - Osawatomie student (age 00-17)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - other (age 00-17)",,,,,
"Prairie Hills Schools - Axtell Public School","Minor - temporary",,,,,
"Prairie Hills Schools - Axtell Public School","Organization - book club",4,,,,Yes
"Prairie Hills Schools - Axtell Public School","Organization - interlibrary loan (exempt-ILL)",,,,,
"Prairie Hills Schools - Axtell Public School","Staff - in house use (exempt)",3,,,,Yes
"Prairie Hills Schools - Axtell Public School","Staff - library associate (exempt)",,,,,
"Prairie Hills Schools - Axtell Public School","Staff - Permissions template",,,,,
"Prairie Hills Schools - Axtell Public School","Staff - SIP user",,,,,
"Prairie Hills Schools - Axtell Public School","Staff - statistical purposes",,,,,
"Prairie Hills Schools - Axtell Public School","Staff - system login (exempt)",25,,,,
"Prairie Hills Schools - Axtell Public School","Student (exempt)",206,,,,Yes
"Prairie Hills Schools - Axtell Public School","Student (public library)",,,,,
"Prairie Hills Schools - Axtell Public School","Teacher/Faculty/Administrator (exempt)",28,,,,Yes
"Prairie Hills Schools - Axtell Public School","Teacher/Faculty/Administrator (public library)",,,,,
"Prairie Hills Schools - Sabetha Elementary School",Adult,1,,,,
"Prairie Hills Schools - Sabetha Elementary School","Adult - college student",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Adult - digital only",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Adult - homebound",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Adult - library associate",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Adult - library board of trustees",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Adult - other",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Adult - self registered during the pandemic",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Adult - temporary",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College - community member",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College - faculty",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College - faculty outreach",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College - staff",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College - student",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Highland Community College - student outreach",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Louisburg - Hoopla access",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - (age 00-11)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - (age 12)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - (age 13-17)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - digital only (age 00-11)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - digital only (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - digital only (age 12)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - digital only (ages 13-17)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - Osawatomie student (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - other (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Minor - temporary",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Organization - book club",4,,,,Yes
"Prairie Hills Schools - Sabetha Elementary School","Organization - interlibrary loan (exempt-ILL)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Staff - in house use (exempt)",,,,,Yes
"Prairie Hills Schools - Sabetha Elementary School","Staff - library associate (exempt)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Staff - Permissions template",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Staff - SIP user",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Staff - statistical purposes",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Staff - system login (exempt)",23,,,,
"Prairie Hills Schools - Sabetha Elementary School","Student (exempt)",466,,,,Yes
"Prairie Hills Schools - Sabetha Elementary School","Student (public library)",,,,,
"Prairie Hills Schools - Sabetha Elementary School","Teacher/Faculty/Administrator (exempt)",47,1,1,,Yes
"Prairie Hills Schools - Sabetha Elementary School","Teacher/Faculty/Administrator (public library)",,,,,
"Prairie Hills Schools - Sabetha High School",Adult,1,,,,
"Prairie Hills Schools - Sabetha High School","Adult - college student",,,,,
"Prairie Hills Schools - Sabetha High School","Adult - digital only",,,,,
"Prairie Hills Schools - Sabetha High School","Adult - homebound",,,,,
"Prairie Hills Schools - Sabetha High School","Adult - library associate",,,,,
"Prairie Hills Schools - Sabetha High School","Adult - library board of trustees",,,,,
"Prairie Hills Schools - Sabetha High School","Adult - other",,,,,
"Prairie Hills Schools - Sabetha High School","Adult - self registered during the pandemic",,,,,
"Prairie Hills Schools - Sabetha High School","Adult - temporary",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College - community member",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College - faculty",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College - faculty outreach",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College - staff",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College - student",,,,,
"Prairie Hills Schools - Sabetha High School","Highland Community College - student outreach",,,,,
"Prairie Hills Schools - Sabetha High School","Louisburg - Hoopla access",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - (age 00-11)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - (age 12)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - (age 13-17)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - digital only (age 00-11)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - digital only (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - digital only (age 12)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - digital only (ages 13-17)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - Osawatomie student (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - other (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha High School","Minor - temporary",,,,,
"Prairie Hills Schools - Sabetha High School","Organization - book club",2,,,,Yes
"Prairie Hills Schools - Sabetha High School","Organization - interlibrary loan (exempt-ILL)",,,,,
"Prairie Hills Schools - Sabetha High School","Staff - in house use (exempt)",1,,,,Yes
"Prairie Hills Schools - Sabetha High School","Staff - library associate (exempt)",,,,,
"Prairie Hills Schools - Sabetha High School","Staff - Permissions template",,,,,
"Prairie Hills Schools - Sabetha High School","Staff - SIP user",,,,,
"Prairie Hills Schools - Sabetha High School","Staff - statistical purposes",,,,,
"Prairie Hills Schools - Sabetha High School","Staff - system login (exempt)",24,,,,
"Prairie Hills Schools - Sabetha High School","Student (exempt)",309,3,3,,Yes
"Prairie Hills Schools - Sabetha High School","Student (public library)",,,,,
"Prairie Hills Schools - Sabetha High School","Teacher/Faculty/Administrator (exempt)",29,,,,Yes
"Prairie Hills Schools - Sabetha High School","Teacher/Faculty/Administrator (public library)",,,,,
"Prairie Hills Schools - Sabetha Middle School",Adult,1,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult - college student",,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult - digital only",,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult - homebound",,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult - library associate",,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult - library board of trustees",,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult - other",,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult - self registered during the pandemic",,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult - temporary",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College - community member",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College - faculty",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College - faculty outreach",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College - staff",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College - student",,,,,
"Prairie Hills Schools - Sabetha Middle School","Highland Community College - student outreach",,,,,
"Prairie Hills Schools - Sabetha Middle School","Louisburg - Hoopla access",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - (age 00-11)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - (age 12)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - (age 13-17)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - digital only (age 00-11)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - digital only (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - digital only (age 12)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - digital only (ages 13-17)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - Osawatomie student (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - other (age 00-17)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Minor - temporary",,,,,
"Prairie Hills Schools - Sabetha Middle School","Organization - book club",1,,,,Yes
"Prairie Hills Schools - Sabetha Middle School","Organization - interlibrary loan (exempt-ILL)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Staff - in house use (exempt)",,,,,Yes
"Prairie Hills Schools - Sabetha Middle School","Staff - library associate (exempt)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Staff - Permissions template",,,,,
"Prairie Hills Schools - Sabetha Middle School","Staff - SIP user",,,,,
"Prairie Hills Schools - Sabetha Middle School","Staff - statistical purposes",,,,,
"Prairie Hills Schools - Sabetha Middle School","Staff - system login (exempt)",23,,,,
"Prairie Hills Schools - Sabetha Middle School","Student (exempt)",197,3,,,Yes
"Prairie Hills Schools - Sabetha Middle School","Student (public library)",,,,,
"Prairie Hills Schools - Sabetha Middle School","Teacher/Faculty/Administrator (exempt)",20,,,,Yes
"Prairie Hills Schools - Sabetha Middle School","Teacher/Faculty/Administrator (public library)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Adult,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Adult - college student",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Adult - digital only",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Adult - homebound",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Adult - library associate",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Adult - library board of trustees",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Adult - other",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Adult - self registered during the pandemic",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Adult - temporary",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Highland Community College - community member",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Highland Community College - faculty",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Highland Community College - faculty outreach",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Highland Community College - staff",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Highland Community College - student",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Highland Community College - student outreach",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Louisburg - Hoopla access",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - (age 00-11)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - (age 00-17)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - (age 12)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - (age 13-17)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - digital only (age 00-11)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - digital only (age 00-17)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - digital only (age 12)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - digital only (ages 13-17)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - Osawatomie student (age 00-17)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - other (age 00-17)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Minor - temporary",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Organization - book club",,,,,Yes
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Organization - interlibrary loan (exempt-ILL)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Staff - in house use (exempt)",,,,,Yes
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Staff - library associate (exempt)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Staff - Permissions template",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Staff - SIP user",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Staff - statistical purposes",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Staff - system login (exempt)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Student (exempt)",,,,,Yes
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Student (public library)",,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Teacher/Faculty/Administrator (exempt)",,,,,Yes
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Teacher/Faculty/Administrator (public library)",,,,,
"Richmond Public Library",Adult,182,5,,,Yes
"Richmond Public Library","Adult - college student",,,,,
"Richmond Public Library","Adult - digital only",,,,,
"Richmond Public Library","Adult - homebound",,,,,
"Richmond Public Library","Adult - library associate",,,,,
"Richmond Public Library","Adult - library board of trustees",,,,,
"Richmond Public Library","Adult - other",4,,,,Yes
"Richmond Public Library","Adult - self registered during the pandemic",,,,,
"Richmond Public Library","Adult - temporary",,,,,
"Richmond Public Library","Highland Community College - community member",,,,,
"Richmond Public Library","Highland Community College - faculty",,,,,
"Richmond Public Library","Highland Community College - faculty outreach",,,,,
"Richmond Public Library","Highland Community College - staff",,,,,
"Richmond Public Library","Highland Community College - student",,,,,
"Richmond Public Library","Highland Community College - student outreach",,,,,
"Richmond Public Library","Louisburg - Hoopla access",,,,,
"Richmond Public Library","Minor - (age 00-11)",,,,,
"Richmond Public Library","Minor - (age 00-17)",35,,,,Yes
"Richmond Public Library","Minor - (age 12)",,,,,
"Richmond Public Library","Minor - (age 13-17)",,,,,
"Richmond Public Library","Minor - digital only (age 00-11)",,,,,
"Richmond Public Library","Minor - digital only (age 00-17)",,,,,
"Richmond Public Library","Minor - digital only (age 12)",,,,,
"Richmond Public Library","Minor - digital only (ages 13-17)",,,,,
"Richmond Public Library","Minor - Osawatomie student (age 00-17)",,,,,
"Richmond Public Library","Minor - other (age 00-17)",2,,,,Yes
"Richmond Public Library","Minor - temporary",,,,,
"Richmond Public Library","Organization - book club",,,,,Yes
"Richmond Public Library","Organization - interlibrary loan (exempt-ILL)",1,,,,Yes
"Richmond Public Library","Staff - in house use (exempt)",,,,,
"Richmond Public Library","Staff - library associate (exempt)",1,,,,Yes
"Richmond Public Library","Staff - Permissions template",,,,,
"Richmond Public Library","Staff - SIP user",,,,,
"Richmond Public Library","Staff - statistical purposes",,,,,
"Richmond Public Library","Staff - system login (exempt)",22,,,,
"Richmond Public Library","Student (exempt)",,,,,
"Richmond Public Library","Student (public library)",,,,,
"Richmond Public Library","Teacher/Faculty/Administrator (exempt)",,,,,Yes
"Richmond Public Library","Teacher/Faculty/Administrator (public library)",,,,,
"Rossville Community Library",Adult,1094,32,5,,Yes
"Rossville Community Library","Adult - college student",,,,,
"Rossville Community Library","Adult - digital only",,,,,
"Rossville Community Library","Adult - homebound",,,,,
"Rossville Community Library","Adult - library associate",,,,,
"Rossville Community Library","Adult - library board of trustees",,,,,
"Rossville Community Library","Adult - other",1,,,,Yes
"Rossville Community Library","Adult - self registered during the pandemic",,,,,
"Rossville Community Library","Adult - temporary",,,,,
"Rossville Community Library","Highland Community College - community member",,,,,
"Rossville Community Library","Highland Community College - faculty",,,,,
"Rossville Community Library","Highland Community College - faculty outreach",,,,,
"Rossville Community Library","Highland Community College - staff",,,,,
"Rossville Community Library","Highland Community College - student",,,,,
"Rossville Community Library","Highland Community College - student outreach",,,,,
"Rossville Community Library","Louisburg - Hoopla access",,,,,
"Rossville Community Library","Minor - (age 00-11)",,,,,
"Rossville Community Library","Minor - (age 00-17)",279,6,2,,Yes
"Rossville Community Library","Minor - (age 12)",,,,,
"Rossville Community Library","Minor - (age 13-17)",,,,,
"Rossville Community Library","Minor - digital only (age 00-11)",,,,,
"Rossville Community Library","Minor - digital only (age 00-17)",,,,,
"Rossville Community Library","Minor - digital only (age 12)",,,,,
"Rossville Community Library","Minor - digital only (ages 13-17)",,,,,
"Rossville Community Library","Minor - Osawatomie student (age 00-17)",,,,,
"Rossville Community Library","Minor - other (age 00-17)",2,,,,Yes
"Rossville Community Library","Minor - temporary",,,,,
"Rossville Community Library","Organization - book club",6,,,,Yes
"Rossville Community Library","Organization - interlibrary loan (exempt-ILL)",1,,,,Yes
"Rossville Community Library","Staff - in house use (exempt)",,,,,
"Rossville Community Library","Staff - library associate (exempt)",,,,,
"Rossville Community Library","Staff - Permissions template",,,,,
"Rossville Community Library","Staff - SIP user",,,,,
"Rossville Community Library","Staff - statistical purposes",,,,,
"Rossville Community Library","Staff - system login (exempt)",24,,,,
"Rossville Community Library","Student (exempt)",,,,,
"Rossville Community Library","Student (public library)",,,,,
"Rossville Community Library","Teacher/Faculty/Administrator (exempt)",1,,,,Yes
"Rossville Community Library","Teacher/Faculty/Administrator (public library)",,,,,
"Sabetha, Mary Cotton Library",Adult,1566,29,4,,Yes
"Sabetha, Mary Cotton Library","Adult - college student",,,,,
"Sabetha, Mary Cotton Library","Adult - digital only",,,,,
"Sabetha, Mary Cotton Library","Adult - homebound",,,,,
"Sabetha, Mary Cotton Library","Adult - library associate",,,,,
"Sabetha, Mary Cotton Library","Adult - library board of trustees",,,,,
"Sabetha, Mary Cotton Library","Adult - other",27,,4,,Yes
"Sabetha, Mary Cotton Library","Adult - self registered during the pandemic",,,,,
"Sabetha, Mary Cotton Library","Adult - temporary",,,,,
"Sabetha, Mary Cotton Library","Highland Community College - community member",,,,,
"Sabetha, Mary Cotton Library","Highland Community College - faculty",,,,,
"Sabetha, Mary Cotton Library","Highland Community College - faculty outreach",,,,,
"Sabetha, Mary Cotton Library","Highland Community College - staff",,,,,
"Sabetha, Mary Cotton Library","Highland Community College - student",,,,,
"Sabetha, Mary Cotton Library","Highland Community College - student outreach",,,,,
"Sabetha, Mary Cotton Library","Louisburg - Hoopla access",,,,,
"Sabetha, Mary Cotton Library","Minor - (age 00-11)",,,,,
"Sabetha, Mary Cotton Library","Minor - (age 00-17)",135,,2,,Yes
"Sabetha, Mary Cotton Library","Minor - (age 12)",,,,,
"Sabetha, Mary Cotton Library","Minor - (age 13-17)",,,,,
"Sabetha, Mary Cotton Library","Minor - digital only (age 00-11)",,,,,
"Sabetha, Mary Cotton Library","Minor - digital only (age 00-17)",,,,,
"Sabetha, Mary Cotton Library","Minor - digital only (age 12)",,,,,
"Sabetha, Mary Cotton Library","Minor - digital only (ages 13-17)",,,,,
"Sabetha, Mary Cotton Library","Minor - Osawatomie student (age 00-17)",,,,,
"Sabetha, Mary Cotton Library","Minor - other (age 00-17)",6,,,,Yes
"Sabetha, Mary Cotton Library","Minor - temporary",,,,,
"Sabetha, Mary Cotton Library","Organization - book club",1,,1,,Yes
"Sabetha, Mary Cotton Library","Organization - interlibrary loan (exempt-ILL)",278,1,1,,Yes
"Sabetha, Mary Cotton Library","Staff - in house use (exempt)",2,,,,Yes
"Sabetha, Mary Cotton Library","Staff - library associate (exempt)",,,,,
"Sabetha, Mary Cotton Library","Staff - Permissions template",,,,,
"Sabetha, Mary Cotton Library","Staff - SIP user",4,,,,
"Sabetha, Mary Cotton Library","Staff - statistical purposes",,,,,
"Sabetha, Mary Cotton Library","Staff - system login (exempt)",23,,,,
"Sabetha, Mary Cotton Library","Student (exempt)",2,,,,
"Sabetha, Mary Cotton Library","Student (public library)",,,,,
"Sabetha, Mary Cotton Library","Teacher/Faculty/Administrator (exempt)",,,,,
"Sabetha, Mary Cotton Library","Teacher/Faculty/Administrator (public library)",,,,,
"Seneca Free Library",Adult,1380,35,7,2,Yes
"Seneca Free Library","Adult - college student",,,,,
"Seneca Free Library","Adult - digital only",,,,,
"Seneca Free Library","Adult - homebound",,,,,
"Seneca Free Library","Adult - library associate",,,,,
"Seneca Free Library","Adult - library board of trustees",,,,,
"Seneca Free Library","Adult - other",6,,,,Yes
"Seneca Free Library","Adult - self registered during the pandemic",,,,,
"Seneca Free Library","Adult - temporary",,,,,
"Seneca Free Library","Highland Community College - community member",,,,,
"Seneca Free Library","Highland Community College - faculty",,,,,
"Seneca Free Library","Highland Community College - faculty outreach",,,,,
"Seneca Free Library","Highland Community College - staff",,,,,
"Seneca Free Library","Highland Community College - student",,,,,
"Seneca Free Library","Highland Community College - student outreach",,,,,
"Seneca Free Library","Louisburg - Hoopla access",,,,,
"Seneca Free Library","Minor - (age 00-11)",,,,,
"Seneca Free Library","Minor - (age 00-17)",275,4,1,,Yes
"Seneca Free Library","Minor - (age 12)",,,,,
"Seneca Free Library","Minor - (age 13-17)",,,,,
"Seneca Free Library","Minor - digital only (age 00-11)",,,,,
"Seneca Free Library","Minor - digital only (age 00-17)",,,,,
"Seneca Free Library","Minor - digital only (age 12)",,,,,
"Seneca Free Library","Minor - digital only (ages 13-17)",,,,,
"Seneca Free Library","Minor - Osawatomie student (age 00-17)",,,,,
"Seneca Free Library","Minor - other (age 00-17)",2,,,,Yes
"Seneca Free Library","Minor - temporary",,,,,
"Seneca Free Library","Organization - book club",1,,,,Yes
"Seneca Free Library","Organization - interlibrary loan (exempt-ILL)",3,,,,Yes
"Seneca Free Library","Staff - in house use (exempt)",1,,,,Yes
"Seneca Free Library","Staff - library associate (exempt)",5,1,,,Yes
"Seneca Free Library","Staff - Permissions template",,,,,
"Seneca Free Library","Staff - SIP user",1,,,,
